05348,秋田県,三種町,17078,6010,24798,11121
05349,秋田県,八峰町,7309,2706,23414,4359
05361,秋田県,五城目町,9463,3573,21492,3860
05363,秋田県,八郎潟町,6080,2220,1700,1393
05366,秋田県,井川町,4986,1563,4795,2123
05368,秋田県,大潟村,3110,796,17011,15966
05434,秋田県,美郷町,20279,6152,16834,9635
05463,秋田県,羽後町,15319,4807,23078,6922
05464,秋田県,東成瀬村,2610,809,20369,2957
06201,山形県,山形市,253832,100303,38130,17065
06202,山形県,米沢市,85953,32997,54851,13286
06203,山形県,鶴岡市,129652,45339,131153,40277
06204,山形県,酒田市,106244,39320,60297,24448
06205,山形県,新庄市,36894,12961,22285,9534
06206,山形県,寒河江市,41256,13086,13903,6893
06207,山形県,上山市,31569,10694,24093,7364
06208,山形県,村山市,24684,7713,19698,9121
06209,山形県,長井市,27757,9109,21467,7876
06210,山形県,天童市,62194,21428,11301,7511
06211,山形県,東根市,47768,15473,20694,7383
06212,山形県,尾花沢市,16953,5109,37253,11377
06213,山形県,南陽市,32285,10705,16052,6492
06301,山形県,山辺町,14369,4440,6145,2828
06302,山形県,中山町,11363,3427,3115,2124
06321,山形県,河北町,18952,5865,5245,3877
06322,山形県,西川町,5636,1785,39319,5815
06323,山形県,朝日町,7119,2242,19681,5281
06324,山形県,大江町,8472,2632,15408,3172
06341,山形県,大石田町,7357,2143,7954,3763
06361,山形県,金山町,5829,1643,16167,3405
06362,山形県,最上町,8902,2665,33037,6549
06363,山形県,舟形町,5631,1621,11904,3710
06364,山形県,真室川町,8137,2478,37422,4582
06365,山形県,大蔵村,3412,1016,21163,3672
06366,山形県,鮭川村,4317,1224,12214,4111
06367,山形県,戸沢村,4773,1390,26131,5043
06381,山形県,高畠町,23882,7218,18026,7615
06382,山形県,川西町,15751,4553,16660,8626
06401,山形県,小国町,7868,2845,73756,7703
06402,山形県,白鷹町,14175,4405,15771,5341
06403,山形県,飯豊町,7304,2198,32941,5442
06426,山形県,三川町,7728,2223,3322,3322
06428,山形県,庄内町,21666,6637,24917,10879
06461,山形県,遊佐町,14207,4509,20839,10008
07201,福島県,福島市,294247,122269,76772,27222
07202,福島県,会津若松市,124062,49431,38297,14812
07203,福島県,郡山市,335444,138310,75720,33414
07204,福島県,いわき市,350237,141069,123202,35045
07205,福島県,白河市,61913,23004,30532,13292
07207,福島県,須賀川市,77441,26345,27943,16124
07208,福島県,喜多方市,49377,16752,55463,17930
07209,福島県,相馬市,38556,15209,19779,9118
07210,福島県,二本松市,58162,19810,34442,18763
07211,福島県,田村市,38503,12734,45833,15488
07212,福島県,南相馬市,57797,25944,39858,18171
07213,福島県,伊達市,62400,21624,26512,13198
07214,福島県,本宮市,30924,10049,8802,6100
07301,福島県,桑折町,12271,4276,4297,2510
07303,福島県,国見町,9512,3291,3795,2367
07308,福島県,川俣町,14452,5515,12770,3784
07322,福島県,大玉村,8679,2619,7944,2748
07342,福島県,鏡石町,12486,4205,3130,2788
07344,福島県,天栄村,5611,1638,22552,3753
07362,福島県,下郷町,5800,2002,31704,4590
07364,福島県,檜枝岐村,615,257,39046,5242
07367,福島県,只見町,4470,1762,74756,16829
07368,福島県,南会津町,16264,6246,88647,8980
07402,福島県,北塩原村,2831,1008,23408,2492
07405,福島県,西会津町,6582,2531,29818,4626
07407,福島県,磐梯町,3579,1117,5977,2213
07408,福島県,猪苗代町,15037,4939,39485,7489
07421,福島県,会津坂下町,16303,5391,9159,6123
07422,福島県,湯川村,3206,906,1637,1637
07423,福島県,柳津町,3536,1207,17582,2214
07444,福島県,三島町,1668,674,9081,1137
07445,福島県,金山町,2189,956,29392,7739
07446,福島県,昭和村,1322,616,20946,2093
07447,福島県,会津美里町,20913,6710,27633,7413
07461,福島県,西郷村,20322,7458,19206,6230
07464,福島県,泉崎村,6495,2059,3543,2416
07465,福島県,中島村,5001,1395,1892,1564
07466,福島県,矢吹町,17370,5846,6040,4917
07481,福島県,棚倉町,14295,4753,15993,4070
07482,福島県,矢祭町,5950,1921,11827,2304
07483,福島県,塙町,9157,3043,21141,4167
07484,福島県,鮫川村,3577,1064,13134,3133
07501,福島県,石川町,15880,5244,11571,5821
